0,1
8,0
16,0
24,0
32,2
40,0
48,0
56,2
64,1
72,0
80,1
88,0
96,2
104,0
112,0
120,0
128,1
136,0
144,0
152,0
160,2
168,0
176,0
184,2
192,1
200,0
208,1
216,0
224,2
232,0
240,2
248,2
256,1
264,0
272,0
280,0
288,2
296,0
304,0
312,2
320,1
328,0
336,1
344,0
352,2
360,0
368,0
376,0
384,1
392,0
400,0
408,0
416,2
424,0
432,0
440,2
448,1
456,0
464,1
472,0
480,2
488,0
496,0
504,0
512,1
520,0
528,2
536,2
544,1
552,0
560,2
568,2
576,2
584,0
592,2
600,2
608,2
616,0
624,1
632,0
640,1
648,0
656,0
664,0
672,2
680,0
688,0
696,2
704,1
712,0
720,1
728,0
736,2
744,0
752,0
760,0
768,1
776,0
784,0
792,0
800,2
808,0
816,0
824,2
832,1
840,0
848,1
856,0
864,2
872,0
880,0
888,0
896,1
904,0
912,0
920,0
928,2
936,0
944,0
952,2
960,1
968,0
976,1
984,0
992,2
1000,0
1008,2
1016,0
