0,0
8,0
15,0
23,0
30,0
38,0
45,0
53,0
60,0
68,0
75,0
83,0
90,0
98,0
105,0
113,0
120,0
128,0
135,0
143,0
150,0
158,0
165,0
173,0
180,0
188,0
195,0
203,0
210,0
218,0
225,0
233,0
240,0
248,0
255,0
263,0
270,0
278,0
285,0
293,0
300,0
308,0
315,0
323,0
330,0
338,0
345,0
353,0
360,0
368,0
375,0
383,0
390,0
398,0
405,0
413,0
420,0
428,0
435,0
443,0
450,0
458,0
465,0
473,0
480,1
488,0
495,0
503,0
510,2
518,0
525,1
533,2
540,0
548,0
555,0
563,1
570,2
578,0
585,2
593,2
600,1
608,0
615,0
623,1
630,2
638,0
645,1
653,2
660,0
668,2
675,0
683,1
690,2
698,0
705,2
713,2
720,1
728,0
735,0
743,0
750,2
758,0
765,1
773,2
780,0
788,0
795,0
803,1
810,2
818,0
825,2
833,2
840,1
848,0
855,0
863,1
870,2
878,0
885,1
893,2
900,1
908,2
915,0
923,2
930,2
938,2
945,1
953,0
960,1
968,0
975,0
983,0
990,1
998,0
1005,0
1013,0
1020,1
1028,0
1035,0
1043,0
1050,1
1058,0
1065,0
1073,0
1080,1
1088,0
1095,0
1103,0
1110,1
1118,0
1125,0
1133,0
1140,1
1148,0
1155,0
1163,0
1170,1
1178,0
1185,0
1193,0
1200,1
1208,0
1215,0
1223,0
1230,1
1238,0
1245,0
1253,0
1260,1
1268,0
1275,0
1283,0
1290,1
1298,0
1305,0
1313,0
1320,1
1328,0
1335,0
1343,0
1350,1
1358,0
1365,0
1373,0
1380,1
1388,0
1395,0
1403,0
1410,1
1418,0
1425,0
1433,0
1440,1
1448,0
1455,0
1463,0
1470,1
1478,0
1485,0
1493,0
1500,1
1508,0
1515,0
1523,0
1530,1
1538,0
1545,0
1553,0
1560,1
1568,0
1575,0
1583,0
1590,1
1598,0
1605,0
1613,0
1620,1
1628,0
1635,0
1643,0
1650,1
1658,0
1665,2
1673,0
1680,1
1688,0
1695,0
1703,0
1710,3
1718,0
1725,0
1733,0
1740,1
1748,0
1755,0
1763,0
1770,3
1778,0
1785,0
1793,0
1800,1
1808,0
1815,0
1823,0
1830,3
1838,0
1845,1
1853,2
1860,1
1868,2
1875,1
1883,0
1890,3
1898,0
1905,0
1913,0
1920,0
1928,0
1935,0
1943,0
1950,0
1958,0
1965,0
1973,0
1980,0
1988,0
1995,0
2003,0
2010,0
2018,0
2025,0
2033,0
2040,0
2048,0
2055,0
2063,0
2070,0
2078,0
2085,0
2093,0
2100,1
2108,0
2115,2
2123,1
2130,2
2138,2
2145,1
2153,0
2160,1
2168,0
2175,0
2183,0
2190,2
2198,0
2205,1
2213,2
2220,1
2228,2
2235,1
2243,0
2250,2
2258,0
2265,0
2273,0
2280,1
2288,0
2295,0
2303,0
2310,2
2318,0
2325,1
2333,2
2340,1
2348,2
2355,1
2363,0
2370,2
2378,0
2385,0
2393,0
2400,1
2408,0
2415,0
2423,0
2430,2
2438,0
2445,1
2453,2
2460,1
2468,2
2475,1
2483,0
2490,2
2498,0
2505,1
2513,1
2520,1
2528,0
2535,0
2543,0
2550,2
2558,0
2565,1
2573,2
2580,1
2588,2
2595,1
2603,0
2610,2
2618,0
2625,1
2633,0
2640,1
2648,0
2655,0
2663,0
2670,2
2678,0
2685,1
2693,2
2700,1
2708,2
2715,1
2723,0
2730,2
2738,0
2745,0
2753,0
2760,1
2768,0
2775,0
2783,0
2790,2
2798,0
2805,1
2813,2
2820,1
2828,2
2835,1
2843,0
2850,2
2858,0
2865,0
2873,0
2880,1
2888,0
2895,0
2903,0
2910,2
2918,0
2925,1
2933,2
2940,1
2948,2
2955,1
2963,0
2970,2
2978,0
2985,1
2993,1
3000,1
3008,0
3015,0
3023,0
3030,2
3038,0
3045,1
3053,2
3060,1
3068,2
3075,1
3083,0
3090,3
3098,0
3105,0
3113,0
3120,1
3128,0
3135,0
3143,0
3150,2
3158,0
3165,1
3173,2
3180,1
3188,0
3195,0
3203,0
3210,2
3218,0
3225,0
3233,0
3240,1
3248,0
3255,0
3263,0
3270,2
3278,0
3285,1
3293,2
3300,1
3308,0
3315,0
3323,0
3330,2
3338,0
3345,0
3353,0
3360,1
3368,0
3375,0
3383,0
3390,2
3398,0
3405,1
3413,2
3420,1
3428,0
3435,0
3443,0
3450,2
3458,0
3465,0
3473,0
3480,1
3488,0
3495,0
3503,0
3510,2
3518,0
3525,1
3533,2
3540,1
3548,0
3555,2
3563,0
3570,2
3578,2
3585,1
3593,0
3600,1
3608,0
3615,0
3623,0
3630,2
3638,0
3645,1
3653,2
3660,1
3668,0
3675,0
3683,0
3690,2
3698,0
3705,0
3713,0
3720,1
3728,0
3735,0
3743,0
3750,2
3758,0
3765,1
3773,2
3780,1
3788,0
3795,0
3803,0
3810,3
3818,0
3825,0
3833,0
3840,1
3848,0
3855,0
3863,0
3870,2
3878,0
3885,1
3893,2
3900,1
3908,0
3915,0
3923,0
3930,2
3938,0
3945,0
3953,0
3960,1
3968,0
3975,2
3983,0
3990,0
3998,0
4005,1
4013,2
4020,1
4028,0
4035,2
4043,2
4050,3
4058,0
4065,1
4073,0
4080,1
4088,0
4095,0
4103,0
4110,2
4118,0
4125,1
4133,2
4140,1
4148,0
4155,0
4163,0
4170,2
4178,0
4185,0
4193,0
4200,1
4208,0
4215,0
4223,0
4230,2
4238,0
4245,1
4253,2
4260,1
4268,0
4275,0
4283,0
4290,2
4298,0
4305,0
4313,0
4320,1
4328,0
4335,0
4343,0
4350,2
4358,0
4365,1
4373,2
4380,1
4388,0
4395,0
4403,0
4410,2
4418,0
4425,0
4433,0
4440,1
4448,0
4455,0
4463,0
4470,2
4478,0
4485,1
4493,2
4500,1
4508,0
4515,2
4523,0
4530,2
4538,2
4545,1
4553,0
4560,1
4568,0
4575,0
4583,0
4590,2
4598,0
4605,1
4613,2
4620,1
4628,0
4635,0
4643,0
4650,2
4658,0
4665,0
4673,0
4680,1
4688,0
4695,0
4703,0
4710,2
4718,0
4725,1
4733,2
4740,1
4748,0
4755,0
4763,0
4770,3
4778,0
4785,0
4793,0
4800,1
4808,0
4815,0
4823,0
4830,2
4838,0
4845,1
4853,2
4860,1
4868,0
4875,0
4883,0
4890,2
4898,0
4905,0
4913,0
4920,1
4928,0
4935,2
4943,0
4950,0
4958,0
4965,1
4973,2
4980,1
4988,0
4995,2
5003,2
5010,3
5018,0
5025,1
5033,0
5040,1
5048,0
5055,0
5063,0
5070,2
5078,0
5085,1
5093,2
5100,0
5108,0
5115,0
5123,1
5130,2
5138,0
5145,2
5153,2
5160,1
5168,0
5175,0
5183,1
5190,2
5198,0
5205,1
5213,2
5220,0
5228,2
5235,0
5243,1
5250,2
5258,0
5265,2
5273,2
5280,1
5288,0
5295,0
5303,0
5310,2
5318,0
5325,1
5333,2
5340,0
5348,0
5355,0
5363,1
5370,2
5378,0
5385,2
5393,2
5400,1
5408,0
5415,0
5423,1
5430,2
5438,0
5445,1
5453,2
5460,1
5468,2
5475,0
5483,2
5490,2
5498,2
5505,1
5513,0
5520,1
5528,0
5535,0
